identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	seriesNo	repecFulltextUrl	description.abstract
1700237055	m	2020	On-site inspecting zombie lending				Bonfim, Diana	Cerqueiro, Geraldo|Degryse, Hans|Ongena, Steven			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14754	14754	https://repec.cepr.org/repec/cpr/ceprdp/DP14754.pdf	
1700238043	m	2020	AID crowd-out : the effect of ngos on government-provided public services				Qian, Nancy	Deserranno, Erika			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14755	14755	https://repec.cepr.org/repec/cpr/ceprdp/DP14755.pdf	
1700239945	m	2020	Grey zones in global finance : the distorted geography of cross-border investments				Delatte, Anne-Laure	Vicard, Vincent|Guillin, Amélie			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14756	14756	https://repec.cepr.org/repec/cpr/ceprdp/DP14756.pdf	
1700240560	m	2020	Estimating the costs and benefits of mandated business closures in a pandemic				Sauvagnat, Julien	Barrot, Jean-Noël|Grassi, Basile			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14757	14757	https://repec.cepr.org/repec/cpr/ceprdp/DP14757.pdf	
1700240994	m	2020	Identifying the real effects of zombie lending				Schivardi, Fabiano	Sette, Enrico|Tabellini, Guido Enrico			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14758	14758	https://repec.cepr.org/repec/cpr/ceprdp/DP14758.pdf	
170024146X	m	2020	Family ownership during the COVID-19 pandemic				Amore, Mario Daniele	Quarato, Fabio|Pelucco, Valerio			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14759	14759	https://repec.cepr.org/repec/cpr/ceprdp/DP14759.pdf	
1700241850	m	2020	Trade protectionism in Australia : its growth and dismantling				Anderson, Kym				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14760	14760	https://repec.cepr.org/repec/cpr/ceprdp/DP14760.pdf	
1700242849	m	2020	Evolving from a rum state : Australia's alcohol consumption				Anderson, Kym				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14761	14761	https://repec.cepr.org/repec/cpr/ceprdp/DP14761.pdf	
1700243675	m	2020	Slow real wage growth during the industrial revolution : productivity paradox or pro-rich growth?				Crafts, Nicholas				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14762	14762	https://repec.cepr.org/repec/cpr/ceprdp/DP14762.pdf	
1700245074	m	2020	Comparative politics with intraparty candidate selection				Sahuguet, Nicolas				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14763	14763	https://repec.cepr.org/repec/cpr/ceprdp/DP14763.pdf	
1700246011	m	2020	Global comparatives statics in general equilibrium : model building from theoretical foundations				Markusen, James R.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14764	14764	https://repec.cepr.org/repec/cpr/ceprdp/DP14764.pdf	
1700246828	m	2020	Lift the ban? : initial employment restrictions and refugee labour market outcomes				Fasani, Francesco	Frattini, Tommaso|Minale, Luigi			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14765	14765	https://repec.cepr.org/repec/cpr/ceprdp/DP14765.pdf	
170024759X	m	2020	Global supply chains in the pandemic				Bonadio, Barthelemy	Huo, Zhen|Levchenko, Andrei A.|Pandalai-Nayar, Nitya			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. International trade and regional economics. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14766	14766	https://repec.cepr.org/repec/cpr/ceprdp/DP14766.pdf	
1700247921	m	2020	Careers in finance				Ellul, Andrew	Pagano, Marco|Scognamiglio, Annalisa			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14767	14767	https://repec.cepr.org/repec/cpr/ceprdp/DP14767.pdf	
1700248421	m	2020	The economics of urban density				Duranton, Gilles	Puga, Diego			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14768	14768	https://repec.cepr.org/repec/cpr/ceprdp/DP14768.pdf	
1700248928	m	2020	Social security, labor supply and health of older workers : quasi-experimental evidence from a large reform				Saporta-Eksten, Itay	Shurtz, Ity|Weisburd, Sarit			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14769	14769	https://repec.cepr.org/repec/cpr/ceprdp/DP14769.pdf	
1700250124	m	2020	Horizontal cooperation on investment : evidence from mobile network sharing				Cojoc, Anca	Ivaldi, Marc|Maier-Rigaud, Frank P.|März, Oliver			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14770	14770	https://repec.cepr.org/repec/cpr/ceprdp/DP14770.pdf	
1700258109	m	2020	Price parity clauses for hotel room booking : empirical evidence from regulatory change				Ennis, Sean	Ivaldi, Marc|Lagos, Vicente			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14771	14771	https://repec.cepr.org/repec/cpr/ceprdp/DP14771.pdf	
1700260723	m	2020	Blue porches : finding the limits of external validity of the endowment effect				Bryan, Gharad	Grant, Matthew|Haggag, Kareem|Karlan, Dean|Startz, Meredith|Udry, Christopher			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14772	14772	https://repec.cepr.org/repec/cpr/ceprdp/DP14772.pdf	
1700261185	m	2020	Disaster resilience and asset prices				Zechner, Josef	Pagano, Marco|Wagner, Christian			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14773	14773	https://repec.cepr.org/repec/cpr/ceprdp/DP14773.pdf	
1700261886	m	2020	A no-arbitrage perspective on global arbitrage opportunities				Augustin, Patrick	Chernov, Mikhail|Schmid, Lukas|Song, Dongho			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14774	14774	https://repec.cepr.org/repec/cpr/ceprdp/DP14774.pdf	
1700262343	m	2020	The impact of interwar protection : evidence from India				Arthi, Vellore	Lampe, Markus|Nair, Ashwin|O'Rourke, Kevin H.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14775	14775	https://repec.cepr.org/repec/cpr/ceprdp/DP14775.pdf	
1700310550	m	2020	Deglobalizaion and social safety nets in post-COVID-19 era : textbook macroeconomic analysis				Razin, Asaf				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14776	14776	https://repec.cepr.org/repec/cpr/ceprdp/DP14776.pdf	
1700312251	m	2020	The macroeconomics of a pandemic : a minimalist model				Velasco, Andrés	Chang, Roberto|Céspedes C., Luis Felipe			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14777	14777	https://repec.cepr.org/repec/cpr/ceprdp/DP14777.pdf	
1700314327	m	2020	Political economy of crisis response				Gitmez, Arda	Sonin, Konstantin|Wright, Austin L.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14778	14778	https://repec.cepr.org/repec/cpr/ceprdp/DP14778.pdf	
1700316419	m	2020	Reforming the individual income tax in Spain				Guner, Nezih	Ramos, Roberto|Lopez-Segovia, Javier			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14779	14779	https://repec.cepr.org/repec/cpr/ceprdp/DP14779.pdf	
1700320629	m	2020	The gilets jaunes : offline and online				Boyer, Pierre C.	Delemotte, Thomas|Gauthier, Germain|Rollet, Vincent|Schmutz, Benit			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14780	14780	https://repec.cepr.org/repec/cpr/ceprdp/DP14780.pdf	
1700321986	m	2020	Socioeconomic determinants of COVID-19 infections and mortality : evidence from England and Wales				Sá, Filipa				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14781	14781	https://repec.cepr.org/repec/cpr/ceprdp/DP14781.pdf	
1700326694	m	2020	Taxation and innovation : what do we know?				Akcigit, Ufuk	Stantcheva, Stefanie			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization$dMacroeconomics and growth$dPublic economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14782	14782	https://repec.cepr.org/repec/cpr/ceprdp/DP14782.pdf	
170032716X	m	2020	Aggregating welfare gains				Eden, Maya				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14783	14783	https://repec.cepr.org/repec/cpr/ceprdp/DP14783.pdf	
1700327550	m	2020	The seeds of ideology : historical immigration and political preferences in the United States				Giuliano, Paola	Tabellini, Marco			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14784	14784	https://repec.cepr.org/repec/cpr/ceprdp/DP14784.pdf	
1700328034	m	2020	Merger policy in digital industries				Cabral, Luís M. B.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14785	14785	https://repec.cepr.org/repec/cpr/ceprdp/DP14785.pdf	
1700328441	m	2020	The safety net as a springboard				Jaimovich, Nir	Ferraro, Domenico|Molinari, Francesca|Young, Cristobal			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14786	14786	https://repec.cepr.org/repec/cpr/ceprdp/DP14786.pdf	
1700328964	m	2020	Automation, globalization and vanishing jobs : a labor market sorting view				Faia, Ester	Laffitte, Sébastien|Mayer, Maximilian|Ottaviano, Gianmarco I. P.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. International trade and regional economics. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14787	14787	https://repec.cepr.org/repec/cpr/ceprdp/DP14787.pdf	
1700330101	m	2020	Mobility zones				Monte, Ferdinando				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14788	14788	https://repec.cepr.org/repec/cpr/ceprdp/DP14788.pdf	
1700333607	m	2020	The effect of job loss and unemployment insurance on crime in Brazil				Britto, Diogo  G. C.	Pinotti, Paolo|Sampaio, Breno			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14789	14789	https://repec.cepr.org/repec/cpr/ceprdp/DP14789.pdf	
1700334379	m	2020	Panel forecasts of country-level COVID-19 infections				Liu, Laura	Moon, Hyungsik Roger|Schorfheide, Frank			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14790	14790	https://repec.cepr.org/repec/cpr/ceprdp/DP14790.pdf	
1700335782	m	2020	Tractable epidemiological models for economic analysis				Niepelt, Dirk	Gonzalez-Eiras, Martín			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. Macroeconomics and growth. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14791	14791	https://repec.cepr.org/repec/cpr/ceprdp/DP14791.pdf	
1700336576	m	2020	Trade shocks and credit reallocation				Federico, Stefano	Hassan, Fadi|Rappoport, Veronica			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14792	14792	https://repec.cepr.org/repec/cpr/ceprdp/DP14792.pdf	
1700337106	m	2020	Jumpstarting an international currency				Bahaj, Saleem	Reis, Ricardo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14793	14793	https://repec.cepr.org/repec/cpr/ceprdp/DP14793.pdf	
1700340905	m	2020	Rules, discretion, and corruption in procurement : evidence from Italian government contracting				Decarolis, Francesco	Fisman, Raymond|Pinotti, Paolo|Vannutelli, Silvia			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14794	14794	https://repec.cepr.org/repec/cpr/ceprdp/DP14794.pdf	
1700345516	m	2020	Commit to a credible path of rising co2 prices				Wijnbergen, Sweder van	Ploeg, Frederick van der|Olijslager, Stan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14795	14795	https://repec.cepr.org/repec/cpr/ceprdp/DP14795.pdf	
1700346032	m	2020	Can wealth buy health? : a model of pecuniary and non-pecuniary investments in health				Margaris, Panagiotis	Wallenius, Johanna			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14796	14796	https://repec.cepr.org/repec/cpr/ceprdp/DP14796.pdf	
1700346636	m	2020	Leaning against the wind and crisis risk				Schularick, Moritz	Steege, Lucas ter|Ward, Felix			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history. Financial economics. International macroeconomics and finance. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14797	14797	https://repec.cepr.org/repec/cpr/ceprdp/DP14797.pdf	
1700347330	m	2020	A quantitative model of the oil tanker market in the Arabian gulf				Kilian, Lutz	Nomikos, Nikos K.|Zhou, Xiaoqing			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14798	14798	https://repec.cepr.org/repec/cpr/ceprdp/DP14798.pdf	
1700347861	m	2020	The co-holding puzzle : new evidence from transaction-level data				Olafsson, Arna	Gathergood, John			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14799	14799	https://repec.cepr.org/repec/cpr/ceprdp/DP14799.pdf	
1700348396	m	2020	Forward interest rates as predictors of future US and UK spot rates before and after the 2008 financial crisis				Wickens, Michael R.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. Monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14800	14800	https://repec.cepr.org/repec/cpr/ceprdp/DP14800.pdf	
1700349104	m	2020	Attitudes toward debt and debt behavior				Almenberg, Johan	Lusardi, Annamaria|Säve-Söderbergh, Jenny|Vestman, Roine			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14801	14801	https://repec.cepr.org/repec/cpr/ceprdp/DP14801.pdf	
1700350404	m	2020	Unintended consequences of the global derivatives market reform				Gandré, Pauline	Mariathasan, Mike|Merrouche, Ouarda|Ongena, Steven			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14802	14802	https://repec.cepr.org/repec/cpr/ceprdp/DP14802.pdf	
1700350951	m	2020	Switching from incurred to expected loan loss provisioning : early evidence				Ormazabal, Gaizka	López-Espinosa, Germán|Sakasai, Yuki			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14803	14803	https://repec.cepr.org/repec/cpr/ceprdp/DP14803.pdf	
1700351389	m	2020	Baby steps : the gender division of childcare during the COVID19 pandemic				Sevilla, Almudena	Smith, Sarah			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14804	14804	https://repec.cepr.org/repec/cpr/ceprdp/DP14804.pdf	
1700351842	m	2020	The drivers of cyber risk				Aldasoro, Inaki	Gambacorta, Leonardo|Giudici, Paolo|Leach, Thomas			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14805	14805	https://repec.cepr.org/repec/cpr/ceprdp/DP14805.pdf	
1700352644	m	2020	Social proximity to capital : implications for investors and firms				Kuchler, Theresa	Li, Yan|Peng, Lin|Stroebel, Johannes|Zhou, Dexin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14806	14806	https://repec.cepr.org/repec/cpr/ceprdp/DP14806.pdf	
170035437X	m	2020	Institutions, opportunism and prosocial behavior : some experimental evidence				Cabrales, Antonio	Clots-Figueras, Irma|Hernán González, Roberto|Kujal, Praveen			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics. Industrial organization. Labour economics. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14807	14807	https://repec.cepr.org/repec/cpr/ceprdp/DP14807.pdf	
1700355104	m	2020	The effect of the second world war on the growth pattern of height in Japanese children : catch-up growth, critical windows and the first thousand days				Schneider, Eric B.	Ogasawara, Kota|Cole, Tim J.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics. Economic history. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14808	14808	https://repec.cepr.org/repec/cpr/ceprdp/DP14808.pdf	
1700355740	m	2020	Consumer responses to the COVID-19 crisis : evidence from bank account transaction data				Andersen, Asger Lau	Hansen, Emil Toft|Johannesen, Niels|Sheridan, Adam			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14809	14809	https://repec.cepr.org/repec/cpr/ceprdp/DP14809.pdf	
1700357735	m	2020	Divided we stay home : social distancing and ethnic diversity				Petrova, Maria	Enikolopov, Ruben|Egorov, Georgij V.|Makarin, Alexey			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14810	14810	https://repec.cepr.org/repec/cpr/ceprdp/DP14810.pdf	
1700358545	m	2020	Lords and vassals : power, patronage, and the emergence of inequality				Akerlof, Robert	Li, Hongyi|Yeo, Jonathan			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14811	14811	https://repec.cepr.org/repec/cpr/ceprdp/DP14811.pdf	
1700358081	m	2020	Does poverty change labor supply? : evidence from multiple income effects and 115,579 bags				Banerjee, Abhijit V.	Karlan, Dean|Trachtman, Hannah|Udry, Christopher			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics. Labour economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14812	14812	https://repec.cepr.org/repec/cpr/ceprdp/DP14812.pdf	
170035941X	m	2020	Inside the mind of a stock market crash				Giglio, Stefano	Maggiori, Matteo|Stroebel, Johannes|Utkus, Stephen P.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics. International macroeconomics and finance. Monetary economics and fluctuations. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14813	14813	https://repec.cepr.org/repec/cpr/ceprdp/DP14813.pdf	
1700359657	m	2020	Closed for business				Bongaerts, Dion	Mazzola, Francesco|Wagner, Wolf			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14814	14814	https://repec.cepr.org/repec/cpr/ceprdp/DP14814.pdf	
1700359878	m	2020	Multiproduct intermediaries				Rhodes, Andrew	Watanabe, Makoto|Zhou, Jidong			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14815	14815	https://repec.cepr.org/repec/cpr/ceprdp/DP14815.pdf	
1700360019	m	2020	Growth, war, and pandemics : Europe in the very long-run				Prados de la Escosura, Leandro	Rodriguez-Caballero, Carlos Vladimir			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14816	14816	https://repec.cepr.org/repec/cpr/ceprdp/DP14816.pdf	
1700360396	m	2020	Debt de-risking				Parise, Gianpaolo				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=14817	14817	https://repec.cepr.org/repec/cpr/ceprdp/DP14817.pdf	
